
Minimum time:  301	(0.109767 ms)

Test #		Time
7429:		311	(0.113413 ms)
7430:		416	(0.151704 ms)
7431:		319	(0.116331 ms)
7432:		318	(0.115966 ms)
7433:		316	(0.115237 ms)
7434:		426	(0.155351 ms)
7435:		339	(0.123624 ms)
7436:		481	(0.175408 ms)
7437:		389	(0.141858 ms)
7438:		340	(0.123989 ms)
7439:		383	(0.13967 ms)
7440:		318	(0.115966 ms)
7441:		416	(0.151704 ms)
7442:		303	(0.110496 ms)
7443:		317	(0.115601 ms)
7444:		308	(0.112319 ms)
7445:		423	(0.154257 ms)
7446:		418	(0.152433 ms)
7447:		430	(0.156809 ms)
7448:		426	(0.155351 ms)
7449:		350	(0.127635 ms)
7450:		339	(0.123624 ms)
7451:		323	(0.117789 ms)
7452:		370	(0.134929 ms)
7453:		332	(0.121071 ms)
7454:		327	(0.119248 ms)
7455:		317	(0.115601 ms)
7456:		427	(0.155715 ms)
7457:		364	(0.132741 ms)
7458:		327	(0.119248 ms)
7459:		321	(0.11706 ms)
7460:		322	(0.117425 ms)
7461:		323	(0.117789 ms)
7462:		321	(0.11706 ms)
7463:		321	(0.11706 ms)
7464:		326	(0.118883 ms)
7465:		317	(0.115601 ms)
7466:		317	(0.115601 ms)
7467:		306	(0.11159 ms)
7468:		318	(0.115966 ms)
7469:		318	(0.115966 ms)
7470:		309	(0.112684 ms)
7471:		319	(0.116331 ms)
7472:		304	(0.110861 ms)
7473:		319	(0.116331 ms)
7474:		523	(0.190724 ms)
7475:		371	(0.135294 ms)
7476:		315	(0.114872 ms)
7477:		317	(0.115601 ms)
7478:		310	(0.113049 ms)
7479:		319	(0.116331 ms)
7480:		319	(0.116331 ms)
7481:		307	(0.111955 ms)
7482:		318	(0.115966 ms)
7483:		319	(0.116331 ms)
7484:		305	(0.111225 ms)
7485:		307	(0.111955 ms)
7486:		592	(0.215886 ms)
7487:		376	(0.137117 ms)
7488:		312	(0.113778 ms)
7489:		321	(0.11706 ms)
7490:		307	(0.111955 ms)
7491:		321	(0.11706 ms)
7492:		310	(0.113049 ms)
7493:		322	(0.117425 ms)
7494:		315	(0.114872 ms)
7495:		308	(0.112319 ms)
7496:		304	(0.110861 ms)
7497:		311	(0.113413 ms)
7498:		317	(0.115601 ms)
7499:		309	(0.112684 ms)
7500:		303	(0.110496 ms)
7501:		315	(0.114872 ms)
7502:		306	(0.11159 ms)
7503:		305	(0.111225 ms)
7504:		316	(0.115237 ms)
7505:		310	(0.113049 ms)
7506:		321	(0.11706 ms)
7507:		304	(0.110861 ms)
7508:		304	(0.110861 ms)
7509:		313	(0.114143 ms)
7510:		319	(0.116331 ms)
7511:		316	(0.115237 ms)
7512:		312	(0.113778 ms)
7513:		311	(0.113413 ms)
7514:		318	(0.115966 ms)
7515:		312	(0.113778 ms)
7516:		316	(0.115237 ms)
7517:		310	(0.113049 ms)
7518:		305	(0.111225 ms)
7519:		325	(0.118519 ms)
7520:		472	(0.172126 ms)
7521:		319	(0.116331 ms)
7522:		312	(0.113778 ms)
7523:		317	(0.115601 ms)
7524:		305	(0.111225 ms)
7525:		312	(0.113778 ms)
7526:		317	(0.115601 ms)
7527:		319	(0.116331 ms)
7528:		371	(0.135294 ms)
7529:		487	(0.177596 ms)
7530:		410	(0.149516 ms)
7531:		503	(0.18343 ms)
7532:		343	(0.125083 ms)
7533:		330	(0.120342 ms)
7534:		323	(0.117789 ms)
7535:		422	(0.153892 ms)
7536:		316	(0.115237 ms)
7537:		331	(0.120707 ms)
7538:		321	(0.11706 ms)
7539:		437	(0.159362 ms)
7540:		371	(0.135294 ms)
7541:		321	(0.11706 ms)
7542:		320	(0.116695 ms)
7543:		460	(0.16775 ms)
7544:		307	(0.111955 ms)
7545:		306	(0.11159 ms)
7546:		314	(0.114507 ms)
7547:		418	(0.152433 ms)
7548:		320	(0.116695 ms)
7549:		319	(0.116331 ms)
7550:		372	(0.135658 ms)
7551:		365	(0.133106 ms)
7552:		315	(0.114872 ms)
7553:		306	(0.11159 ms)
7554:		305	(0.111225 ms)
7555:		425	(0.154986 ms)
7556:		304	(0.110861 ms)
7557:		309	(0.112684 ms)
7558:		316	(0.115237 ms)
7559:		466	(0.169938 ms)
7560:		318	(0.115966 ms)
7561:		308	(0.112319 ms)
7562:		306	(0.11159 ms)
7563:		409	(0.149151 ms)
7564:		316	(0.115237 ms)
7565:		305	(0.111225 ms)
7566:		311	(0.113413 ms)
7567:		419	(0.152798 ms)
7568:		305	(0.111225 ms)
7569:		304	(0.110861 ms)
7570:		316	(0.115237 ms)
7571:		409	(0.149151 ms)
7572:		307	(0.111955 ms)
7573:		313	(0.114143 ms)
7574:		314	(0.114507 ms)
7575:		428	(0.15608 ms)
7576:		304	(0.110861 ms)
7577:		314	(0.114507 ms)
7578:		319	(0.116331 ms)
7579:		512	(0.186712 ms)
7580:		314	(0.114507 ms)
7581:		316	(0.115237 ms)
7582:		305	(0.111225 ms)
7583:		418	(0.152433 ms)
7584:		314	(0.114507 ms)
7585:		306	(0.11159 ms)
7586:		314	(0.114507 ms)
7587:		423	(0.154257 ms)
7588:		315	(0.114872 ms)
7589:		313	(0.114143 ms)
7590:		316	(0.115237 ms)
7591:		421	(0.153527 ms)
7592:		318	(0.115966 ms)
7593:		318	(0.115966 ms)
7594:		317	(0.115601 ms)
7595:		410	(0.149516 ms)
7596:		317	(0.115601 ms)
7597:		317	(0.115601 ms)
7598:		307	(0.111955 ms)
7599:		452	(0.164832 ms)
7600:		316	(0.115237 ms)
7601:		304	(0.110861 ms)
7602:		312	(0.113778 ms)
7603:		451	(0.164467 ms)
7604:		482	(0.175772 ms)
7605:		316	(0.115237 ms)
7606:		424	(0.154621 ms)
7607:		475	(0.17322 ms)
7608:		420	(0.153163 ms)
7609:		360	(0.131282 ms)
7610:		332	(0.121071 ms)
7611:		327	(0.119248 ms)
7612:		321	(0.11706 ms)
7613:		395	(0.144046 ms)
7614:		378	(0.137846 ms)
7615:		325	(0.118519 ms)
7616:		325	(0.118519 ms)
7617:		320	(0.116695 ms)
7618:		322	(0.117425 ms)
7619:		362	(0.132012 ms)
7620:		321	(0.11706 ms)
7621:		373	(0.136023 ms)
7622:		426	(0.155351 ms)
7623:		307	(0.111955 ms)
7624:		321	(0.11706 ms)
7625:		425	(0.154986 ms)
7626:		322	(0.117425 ms)
7627:		312	(0.113778 ms)
7628:		320	(0.116695 ms)
7629:		319	(0.116331 ms)
7630:		315	(0.114872 ms)
7631:		318	(0.115966 ms)
7632:		319	(0.116331 ms)
7633:		306	(0.11159 ms)
7634:		322	(0.117425 ms)
7635:		306	(0.11159 ms)
7636:		306	(0.11159 ms)
7637:		311	(0.113413 ms)
7638:		309	(0.112684 ms)
7639:		316	(0.115237 ms)
7640:		313	(0.114143 ms)
7641:		319	(0.116331 ms)
7642:		314	(0.114507 ms)
7643:		312	(0.113778 ms)
7644:		318	(0.115966 ms)
7645:		310	(0.113049 ms)
7646:		319	(0.116331 ms)
7647:		333	(0.121436 ms)
7648:		308	(0.112319 ms)
7649:		316	(0.115237 ms)
7650:		316	(0.115237 ms)
7651:		314	(0.114507 ms)
7652:		306	(0.11159 ms)
7653:		320	(0.116695 ms)
7654:		307	(0.111955 ms)
7655:		318	(0.115966 ms)
7656:		306	(0.11159 ms)
7657:		305	(0.111225 ms)
7658:		306	(0.11159 ms)
7659:		317	(0.115601 ms)
7660:		319	(0.116331 ms)
7661:		306	(0.11159 ms)
7662:		321	(0.11706 ms)
7663:		306	(0.11159 ms)
7664:		317	(0.115601 ms)
7665:		317	(0.115601 ms)
7666:		321	(0.11706 ms)
7667:		315	(0.114872 ms)
7668:		309	(0.112684 ms)
7669:		539	(0.196559 ms)
7670:		315	(0.114872 ms)
7671:		319	(0.116331 ms)
7672:		309	(0.112684 ms)
7673:		321	(0.11706 ms)
7674:		319	(0.116331 ms)
7675:		311	(0.113413 ms)
7676:		318	(0.115966 ms)
7677:		318	(0.115966 ms)
7678:		306	(0.11159 ms)
7679:		318	(0.115966 ms)
7680:		316	(0.115237 ms)
7681:		307	(0.111955 ms)
7682:		314	(0.114507 ms)
7683:		315	(0.114872 ms)
7684:		316	(0.115237 ms)
7685:		315	(0.114872 ms)
7686:		305	(0.111225 ms)
7687:		318	(0.115966 ms)
7688:		304	(0.110861 ms)
7689:		306	(0.11159 ms)
7690:		504	(0.183795 ms)
7691:		607	(0.221356 ms)
7692:		474	(0.172855 ms)
7693:		371	(0.135294 ms)
7694:		369	(0.134564 ms)
7695:		393	(0.143316 ms)
7696:		425	(0.154986 ms)
7697:		358	(0.130553 ms)
7698:		394	(0.143681 ms)
7699:		366	(0.13347 ms)
7700:		353	(0.12873 ms)
7701:		367	(0.133835 ms)
7702:		370	(0.134929 ms)
7703:		409	(0.149151 ms)
7704:		407	(0.148422 ms)
7705:		390	(0.142222 ms)
7706:		416	(0.151704 ms)
7707:		495	(0.180513 ms)
7708:		436	(0.158997 ms)
7709:		424	(0.154621 ms)
7710:		581	(0.211875 ms)
7711:		626	(0.228285 ms)
7712:		427	(0.155715 ms)
7713:		321	(0.11706 ms)
7714:		306	(0.11159 ms)
7715:		322	(0.117425 ms)
7716:		426	(0.155351 ms)
7717:		314	(0.114507 ms)
7718:		321	(0.11706 ms)
7719:		306	(0.11159 ms)
7720:		417	(0.152069 ms)
7721:		313	(0.114143 ms)
7722:		315	(0.114872 ms)
7723:		306	(0.11159 ms)
7724:		423	(0.154257 ms)
7725:		360	(0.131282 ms)
7726:		320	(0.116695 ms)
7727:		320	(0.116695 ms)
7728:		432	(0.157539 ms)
7729:		415	(0.151339 ms)
7730:		365	(0.133106 ms)
7731:		317	(0.115601 ms)
7732:		421	(0.153527 ms)
7733:		317	(0.115601 ms)
7734:		319	(0.116331 ms)
7735:		315	(0.114872 ms)
7736:		418	(0.152433 ms)
7737:		306	(0.11159 ms)
7738:		320	(0.116695 ms)
7739:		318	(0.115966 ms)
7740:		466	(0.169938 ms)
7741:		320	(0.116695 ms)
7742:		305	(0.111225 ms)
7743:		309	(0.112684 ms)
7744:		420	(0.153163 ms)
7745:		307	(0.111955 ms)
7746:		315	(0.114872 ms)
7747:		306	(0.11159 ms)
7748:		412	(0.150245 ms)
7749:		319	(0.116331 ms)
7750:		369	(0.134564 ms)
7751:		393	(0.143316 ms)
7752:		357	(0.130188 ms)
7753:		422	(0.153892 ms)
7754:		317	(0.115601 ms)
7755:		467	(0.170302 ms)
7756:		305	(0.111225 ms)
7757:		306	(0.11159 ms)
7758:		316	(0.115237 ms)
7759:		460	(0.16775 ms)
7760:		306	(0.11159 ms)
7761:		304	(0.110861 ms)
7762:		319	(0.116331 ms)
7763:		427	(0.155715 ms)
7764:		460	(0.16775 ms)
7765:		376	(0.137117 ms)
7766:		342	(0.124718 ms)
7767:		344	(0.125447 ms)
7768:		337	(0.122895 ms)
7769:		335	(0.122165 ms)
7770:		323	(0.117789 ms)
7771:		318	(0.115966 ms)
7772:		314	(0.114507 ms)
7773:		321	(0.11706 ms)
7774:		326	(0.118883 ms)
7775:		319	(0.116331 ms)
7776:		326	(0.118883 ms)
7777:		312	(0.113778 ms)
7778:		309	(0.112684 ms)
7779:		324	(0.118154 ms)
7780:		319	(0.116331 ms)
7781:		310	(0.113049 ms)
7782:		312	(0.113778 ms)
7783:		368	(0.1342 ms)
7784:		369	(0.134564 ms)
7785:		316	(0.115237 ms)
7786:		318	(0.115966 ms)
7787:		323	(0.117789 ms)
7788:		307	(0.111955 ms)
7789:		305	(0.111225 ms)
7790:		318	(0.115966 ms)
7791:		505	(0.18416 ms)
7792:		488	(0.17796 ms)
7793:		352	(0.128365 ms)
7794:		305	(0.111225 ms)
7795:		324	(0.118154 ms)
7796:		314	(0.114507 ms)
7797:		310	(0.113049 ms)
7798:		315	(0.114872 ms)
7799:		307	(0.111955 ms)
7800:		320	(0.116695 ms)
7801:		319	(0.116331 ms)
7802:		305	(0.111225 ms)
7803:		318	(0.115966 ms)
7804:		307	(0.111955 ms)
7805:		313	(0.114143 ms)
7806:		305	(0.111225 ms)
7807:		449	(0.163738 ms)
7808:		371	(0.135294 ms)
7809:		307	(0.111955 ms)
7810:		315	(0.114872 ms)
7811:		311	(0.113413 ms)
7812:		430	(0.156809 ms)
7813:		314	(0.114507 ms)
7814:		319	(0.116331 ms)
7815:		314	(0.114507 ms)
7816:		320	(0.116695 ms)
7817:		314	(0.114507 ms)
7818:		307	(0.111955 ms)
7819:		313	(0.114143 ms)
7820:		377	(0.137482 ms)
7821:		420	(0.153163 ms)
7822:		307	(0.111955 ms)
7823:		741	(0.270223 ms)
7824:		447	(0.163009 ms)
7825:		344	(0.125447 ms)
7826:		345	(0.125812 ms)
7827:		432	(0.157539 ms)
7828:		337	(0.122895 ms)
7829:		318	(0.115966 ms)
7830:		381	(0.13894 ms)
7831:		366	(0.13347 ms)
7832:		328	(0.119613 ms)
7833:		314	(0.114507 ms)
7834:		424	(0.154621 ms)
7835:		322	(0.117425 ms)
7836:		314	(0.114507 ms)
7837:		320	(0.116695 ms)
7838:		364	(0.132741 ms)
7839:		417	(0.152069 ms)
7840:		305	(0.111225 ms)
7841:		305	(0.111225 ms)
7842:		421	(0.153527 ms)
7843:		405	(0.147692 ms)
7844:		392	(0.142952 ms)
7845:		399	(0.145504 ms)
7846:		345	(0.125812 ms)
7847:		327	(0.119248 ms)
7848:		335	(0.122165 ms)
7849:		331	(0.120707 ms)
7850:		332	(0.121071 ms)
7851:		313	(0.114143 ms)
7852:		313	(0.114143 ms)
7853:		487	(0.177596 ms)
7854:		345	(0.125812 ms)
7855:		368	(0.1342 ms)
7856:		324	(0.118154 ms)
7857:		318	(0.115966 ms)
7858:		309	(0.112684 ms)
7859:		311	(0.113413 ms)
7860:		316	(0.115237 ms)
7861:		317	(0.115601 ms)
7862:		311	(0.113413 ms)
7863:		317	(0.115601 ms)
7864:		323	(0.117789 ms)
7865:		314	(0.114507 ms)
7866:		309	(0.112684 ms)
7867:		306	(0.11159 ms)
7868:		309	(0.112684 ms)
7869:		316	(0.115237 ms)
7870:		309	(0.112684 ms)
7871:		422	(0.153892 ms)
7872:		312	(0.113778 ms)
7873:		305	(0.111225 ms)
7874:		308	(0.112319 ms)
7875:		315	(0.114872 ms)
7876:		318	(0.115966 ms)
7877:		320	(0.116695 ms)
7878:		318	(0.115966 ms)
7879:		308	(0.112319 ms)
7880:		305	(0.111225 ms)
7881:		317	(0.115601 ms)
7882:		305	(0.111225 ms)
7883:		523	(0.190724 ms)
7884:		384	(0.140034 ms)
7885:		356	(0.129824 ms)
7886:		305	(0.111225 ms)
7887:		310	(0.113049 ms)
7888:		314	(0.114507 ms)
7889:		319	(0.116331 ms)
7890:		318	(0.115966 ms)
7891:		319	(0.116331 ms)
7892:		306	(0.11159 ms)
7893:		320	(0.116695 ms)
7894:		317	(0.115601 ms)
7895:		313	(0.114143 ms)
7896:		318	(0.115966 ms)
7897:		307	(0.111955 ms)
7898:		317	(0.115601 ms)
7899:		305	(0.111225 ms)
7900:		319	(0.116331 ms)
7901:		318	(0.115966 ms)
7902:		319	(0.116331 ms)
7903:		318	(0.115966 ms)
7904:		424	(0.154621 ms)
7905:		371	(0.135294 ms)
7906:		310	(0.113049 ms)
7907:		313	(0.114143 ms)
7908:		313	(0.114143 ms)
7909:		316	(0.115237 ms)
7910:		311	(0.113413 ms)
7911:		303	(0.110496 ms)
7912:		317	(0.115601 ms)
7913:		309	(0.112684 ms)
7914:		315	(0.114872 ms)
7915:		315	(0.114872 ms)
7916:		316	(0.115237 ms)
7917:		307	(0.111955 ms)
7918:		305	(0.111225 ms)
7919:		318	(0.115966 ms)
7920:		316	(0.115237 ms)
7921:		479	(0.174678 ms)
7922:		364	(0.132741 ms)
7923:		311	(0.113413 ms)
7924:		313	(0.114143 ms)
7925:		530	(0.193277 ms)
7926:		441	(0.160821 ms)
7927:		352	(0.128365 ms)
7928:		497	(0.181242 ms)
7929:		339	(0.123624 ms)
7930:		320	(0.116695 ms)
7931:		318	(0.115966 ms)
7932:		430	(0.156809 ms)
7933:		331	(0.120707 ms)
7934:		321	(0.11706 ms)
7935:		324	(0.118154 ms)
7936:		422	(0.153892 ms)
7937:		312	(0.113778 ms)
7938:		325	(0.118519 ms)
7939:		324	(0.118154 ms)
7940:		419	(0.152798 ms)
7941:		309	(0.112684 ms)
7942:		314	(0.114507 ms)
7943:		311	(0.113413 ms)
7944:		414	(0.150975 ms)
7945:		322	(0.117425 ms)
7946:		307	(0.111955 ms)
7947:		311	(0.113413 ms)
7948:		428	(0.15608 ms)
7949:		319	(0.116331 ms)
7950:		318	(0.115966 ms)
7951:		306	(0.11159 ms)
7952:		412	(0.150245 ms)
7953:		310	(0.113049 ms)
7954:		316	(0.115237 ms)
7955:		321	(0.11706 ms)
7956:		427	(0.155715 ms)
7957:		317	(0.115601 ms)
7958:		318	(0.115966 ms)
7959:		316	(0.115237 ms)
7960:		409	(0.149151 ms)
7961:		319	(0.116331 ms)
7962:		318	(0.115966 ms)
7963:		304	(0.110861 ms)
7964:		426	(0.155351 ms)
7965:		319	(0.116331 ms)
7966:		320	(0.116695 ms)
7967:		316	(0.115237 ms)
7968:		416	(0.151704 ms)
7969:		305	(0.111225 ms)
7970:		315	(0.114872 ms)
7971:		316	(0.115237 ms)
7972:		424	(0.154621 ms)
7973:		317	(0.115601 ms)
7974:		307	(0.111955 ms)
7975:		320	(0.116695 ms)
7976:		421	(0.153527 ms)
7977:		316	(0.115237 ms)
7978:		318	(0.115966 ms)
7979:		318	(0.115966 ms)
7980:		419	(0.152798 ms)
7981:		361	(0.131647 ms)
7982:		305	(0.111225 ms)
7983:		314	(0.114507 ms)
7984:		464	(0.169208 ms)
7985:		311	(0.113413 ms)
7986:		304	(0.110861 ms)
7987:		318	(0.115966 ms)
7988:		423	(0.154257 ms)
7989:		312	(0.113778 ms)
7990:		305	(0.111225 ms)
7991:		312	(0.113778 ms)
7992:		419	(0.152798 ms)
7993:		318	(0.115966 ms)
7994:		320	(0.116695 ms)
7995:		314	(0.114507 ms)
7996:		466	(0.169938 ms)
7997:		317	(0.115601 ms)
7998:		311	(0.113413 ms)
7999:		311	(0.113413 ms)
8000:		420	(0.153163 ms)
8001:		316	(0.115237 ms)
8002:		315	(0.114872 ms)
8003:		365	(0.133106 ms)
8004:		438	(0.159727 ms)
8005:		399	(0.145504 ms)
8006:		388	(0.141493 ms)
8007:		343	(0.125083 ms)
8008:		339	(0.123624 ms)
8009:		330	(0.120342 ms)
8010:		328	(0.119613 ms)
8011:		437	(0.159362 ms)
8012:		379	(0.138211 ms)
8013:		325	(0.118519 ms)
8014:		316	(0.115237 ms)
8015:		314	(0.114507 ms)
8016:		364	(0.132741 ms)
8017:		310	(0.113049 ms)
8018:		310	(0.113049 ms)
8019:		381	(0.13894 ms)
8020:		463	(0.168844 ms)
8021:		318	(0.115966 ms)
8022:		317	(0.115601 ms)
8023:		313	(0.114143 ms)
8024:		314	(0.114507 ms)
8025:		321	(0.11706 ms)
8026:		321	(0.11706 ms)
8027:		319	(0.116331 ms)
8028:		307	(0.111955 ms)
8029:		315	(0.114872 ms)
8030:		318	(0.115966 ms)
8031:		305	(0.111225 ms)
8032:		320	(0.116695 ms)
8033:		305	(0.111225 ms)
8034:		316	(0.115237 ms)
8035:		306	(0.11159 ms)
8036:		428	(0.15608 ms)
8037:		320	(0.116695 ms)
8038:		310	(0.113049 ms)
8039:		318	(0.115966 ms)
8040:		319	(0.116331 ms)
8041:		321	(0.11706 ms)
8042:		308	(0.112319 ms)
8043:		314	(0.114507 ms)
8044:		316	(0.115237 ms)
8045:		319	(0.116331 ms)
8046:		316	(0.115237 ms)
8047:		314	(0.114507 ms)
8048:		307	(0.111955 ms)
8049:		321	(0.11706 ms)
8050:		318	(0.115966 ms)
8051:		316	(0.115237 ms)
8052:		306	(0.11159 ms)
8053:		320	(0.116695 ms)
8054:		306	(0.11159 ms)
8055:		315	(0.114872 ms)
8056:		311	(0.113413 ms)
8057:		310	(0.113049 ms)
8058:		307	(0.111955 ms)
8059:		316	(0.115237 ms)
8060:		318	(0.115966 ms)
8061:		316	(0.115237 ms)
8062:		308	(0.112319 ms)
8063:		305	(0.111225 ms)
8064:		316	(0.115237 ms)
8065:		307	(0.111955 ms)
8066:		323	(0.117789 ms)
8067:		414	(0.150975 ms)
8068:		306	(0.11159 ms)
8069:		306	(0.11159 ms)
8070:		319	(0.116331 ms)
8071:		322	(0.117425 ms)
8072:		312	(0.113778 ms)
8073:		305	(0.111225 ms)
8074:		317	(0.115601 ms)
8075:		317	(0.115601 ms)
8076:		312	(0.113778 ms)
8077:		317	(0.115601 ms)
8078:		319	(0.116331 ms)
8079:		308	(0.112319 ms)
8080:		313	(0.114143 ms)
8081:		304	(0.110861 ms)
8082:		306	(0.11159 ms)
8083:		319	(0.116331 ms)
8084:		309	(0.112684 ms)
8085:		318	(0.115966 ms)
8086:		316	(0.115237 ms)
8087:		420	(0.153163 ms)
8088:		548	(0.199841 ms)
8089:		349	(0.127271 ms)
8090:		335	(0.122165 ms)
8091:		451	(0.164467 ms)
8092:		419	(0.152798 ms)
8093:		338	(0.123259 ms)
8094:		334	(0.121801 ms)
8095:		426	(0.155351 ms)
8096:		328	(0.119613 ms)
8097:		326	(0.118883 ms)
8098:		326	(0.118883 ms)
8099:		420	(0.153163 ms)
8100:		311	(0.113413 ms)
8101:		319	(0.116331 ms)
8102:		317	(0.115601 ms)
8103:		437	(0.159362 ms)
8104:		376	(0.137117 ms)
8105:		318	(0.115966 ms)
8106:		369	(0.134564 ms)
8107:		391	(0.142587 ms)
8108:		418	(0.152433 ms)
8109:		547	(0.199476 ms)
8110:		510	(0.185983 ms)
8111:		701	(0.255636 ms)
8112:		568	(0.207134 ms)
8113:		403	(0.146963 ms)
8114:		414	(0.150975 ms)
8115:		381	(0.13894 ms)
8116:		346	(0.126177 ms)
8117:		354	(0.129094 ms)
8118:		356	(0.129824 ms)
8119:		420	(0.153163 ms)
8120:		360	(0.131282 ms)
8121:		383	(0.13967 ms)
8122:		414	(0.150975 ms)
8123:		493	(0.179784 ms)
8124:		357	(0.130188 ms)
8125:		436	(0.158997 ms)
8126:		562	(0.204946 ms)
8127:		543	(0.198017 ms)
8128:		333	(0.121436 ms)
8129:		323	(0.117789 ms)
8130:		308	(0.112319 ms)
8131:		317	(0.115601 ms)
8132:		330	(0.120342 ms)
8133:		309	(0.112684 ms)
8134:		315	(0.114872 ms)
8135:		320	(0.116695 ms)
8136:		322	(0.117425 ms)
8137:		323	(0.117789 ms)
8138:		306	(0.11159 ms)
8139:		306	(0.11159 ms)
8140:		306	(0.11159 ms)
8141:		315	(0.114872 ms)
8142:		317	(0.115601 ms)
8143:		319	(0.116331 ms)
8144:		317	(0.115601 ms)
8145:		327	(0.119248 ms)
8146:		318	(0.115966 ms)
8147:		313	(0.114143 ms)
8148:		453	(0.165197 ms)
8149:		347	(0.126541 ms)
8150:		387	(0.141128 ms)
8151:		308	(0.112319 ms)
8152:		318	(0.115966 ms)
8153:		321	(0.11706 ms)
8154:		306	(0.11159 ms)
8155:		319	(0.116331 ms)
8156:		306	(0.11159 ms)
8157:		320	(0.116695 ms)
8158:		322	(0.117425 ms)
8159:		318	(0.115966 ms)
8160:		313	(0.114143 ms)
8161:		435	(0.158633 ms)
8162:		428	(0.15608 ms)
8163:		391	(0.142587 ms)
8164:		393	(0.143316 ms)
8165:		486	(0.177231 ms)
8166:		328	(0.119613 ms)
8167:		332	(0.121071 ms)
8168:		322	(0.117425 ms)
8169:		423	(0.154257 ms)
8170:		318	(0.115966 ms)
8171:		374	(0.136388 ms)
8172:		401	(0.146234 ms)
8173:		381	(0.13894 ms)
8174:		311	(0.113413 ms)
8175:		309	(0.112684 ms)
8176:		322	(0.117425 ms)
8177:		429	(0.156445 ms)
8178:		321	(0.11706 ms)
8179:		321	(0.11706 ms)
8180:		314	(0.114507 ms)
8181:		426	(0.155351 ms)
8182:		318	(0.115966 ms)
8183:		318	(0.115966 ms)
8184:		318	(0.115966 ms)
8185:		426	(0.155351 ms)
8186:		314	(0.114507 ms)
8187:		306	(0.11159 ms)
8188:		318	(0.115966 ms)
8189:		420	(0.153163 ms)
8190:		322	(0.117425 ms)
8191:		320	(0.116695 ms)
8192:		317	(0.115601 ms)
8193:		415	(0.151339 ms)
8194:		314	(0.114507 ms)
8195:		305	(0.111225 ms)
8196:		304	(0.110861 ms)
8197:		417	(0.152069 ms)
8198:		317	(0.115601 ms)
8199:		318	(0.115966 ms)
8200:		316	(0.115237 ms)
8201:		423	(0.154257 ms)
8202:		317	(0.115601 ms)
8203:		315	(0.114872 ms)
8204:		312	(0.113778 ms)
8205:		464	(0.169208 ms)
8206:		315	(0.114872 ms)
8207:		316	(0.115237 ms)
8208:		315	(0.114872 ms)
8209:		416	(0.151704 ms)
8210:		315	(0.114872 ms)
8211:		308	(0.112319 ms)
8212:		318	(0.115966 ms)
8213:		421	(0.153527 ms)
8214:		305	(0.111225 ms)
8215:		306	(0.11159 ms)
8216:		312	(0.113778 ms)
8217:		419	(0.152798 ms)
8218:		306	(0.11159 ms)
8219:		317	(0.115601 ms)
8220:		315	(0.114872 ms)
8221:		421	(0.153527 ms)
8222:		368	(0.1342 ms)
8223:		304	(0.110861 ms)
8224:		312	(0.113778 ms)
8225:		415	(0.151339 ms)
8226:		317	(0.115601 ms)
8227:		313	(0.114143 ms)
8228:		317	(0.115601 ms)
8229:		424	(0.154621 ms)
8230:		308	(0.112319 ms)
8231:		303	(0.110496 ms)
8232:		305	(0.111225 ms)
8233:		411	(0.149881 ms)
8234:		316	(0.115237 ms)
8235:		362	(0.132012 ms)
8236:		397	(0.144775 ms)
8237:		416	(0.151704 ms)
8238:		304	(0.110861 ms)
8239:		308	(0.112319 ms)
8240:		456	(0.166291 ms)
8241:		444	(0.161915 ms)
8242:		343	(0.125083 ms)
8243:		331	(0.120707 ms)
8244:		331	(0.120707 ms)
8245:		328	(0.119613 ms)
8246:		318	(0.115966 ms)
8247:		327	(0.119248 ms)
8248:		321	(0.11706 ms)
8249:		315	(0.114872 ms)
8250:		318	(0.115966 ms)
8251:		322	(0.117425 ms)
8252:		326	(0.118883 ms)
8253:		313	(0.114143 ms)
8254:		310	(0.113049 ms)
8255:		306	(0.11159 ms)
8256:		322	(0.117425 ms)
8257:		320	(0.116695 ms)
8258:		319	(0.116331 ms)
8259:		307	(0.111955 ms)
8260:		307	(0.111955 ms)
8261:		312	(0.113778 ms)
8262:		320	(0.116695 ms)
8263:		317	(0.115601 ms)
8264:		321	(0.11706 ms)
8265:		319	(0.116331 ms)
8266:		324	(0.118154 ms)
8267:		310	(0.113049 ms)
8268:		320	(0.116695 ms)
8269:		314	(0.114507 ms)
8270:		439	(0.160091 ms)
8271:		339	(0.123624 ms)
8272:		346	(0.126177 ms)
8273:		346	(0.126177 ms)
8274:		524	(0.191089 ms)
8275:		407	(0.148422 ms)
8276:		315	(0.114872 ms)
8277:		317	(0.115601 ms)
8278:		318	(0.115966 ms)
8279:		312	(0.113778 ms)
8280:		419	(0.152798 ms)
8281:		511	(0.186348 ms)
8282:		365	(0.133106 ms)
8283:		310	(0.113049 ms)
8284:		311	(0.113413 ms)
8285:		317	(0.115601 ms)
8286:		309	(0.112684 ms)
8287:		310	(0.113049 ms)
8288:		314	(0.114507 ms)
8289:		315	(0.114872 ms)
8290:		317	(0.115601 ms)
8291:		317	(0.115601 ms)
8292:		308	(0.112319 ms)
8293:		309	(0.112684 ms)
8294:		303	(0.110496 ms)
8295:		305	(0.111225 ms)
8296:		304	(0.110861 ms)
8297:		316	(0.115237 ms)
8298:		319	(0.116331 ms)
8299:		314	(0.114507 ms)
8300:		489	(0.178325 ms)
8301:		435	(0.158633 ms)
